source,target,score
lavender,herbes de provence (occasional ingredient),1
lavender,honey,3
lavender,lamb,3
lavender,lemon,2
lavender,lemonade,1
lavender,marjoram,1
lavender,mascarpone,1
lavender,milk,1
lavender,mint,1
lavender,onions,1
lavender,orange,2
lavender,oregano,1
lavender,parsley,1
lavender,peaches,2
lavender,pistachios,1
lavender,plums,2
lavender,pork,1
lavender,potatoes,2
lavender,provençal cuisine,1
lavender,dishes,2
lavender,quail,1
lavender,rabbit,2
lavender,ras el hanout (key ingredient),1
lavender,raspberries,2
lavender,rhubarb,1
lavender,rice,1
lavender,rosemary,2
lavender,savory,2
lavender,spearmint,1
lavender,stews,1
lavender,strawberries,1
lavender,sugar,2
lavender,thyme,2
lavender,vanilla,1
lavender,"vinegar, balsamic",2
lavender,walnuts,2
leeks,botanical relatives chives,2
leeks,botanical relatives garlic,2
leeks,botanical relatives onions,2
leeks,botanical relatives shallots,2
leeks,anchovies,1
leeks,bacon,1
leeks,barley,1
leeks,bay leaf,1
leeks,beef,1
leeks,bouillabaisse,1
leeks,"butter, unsalted",2
leeks,capers,1
leeks,caraway,1
leeks,carrot,1
leeks,cauliflower,1
leeks,celery,1
leeks,cheese cheddar,2
leeks,cheese goat,2
leeks,cheese gruyère,2
leeks,cheese parmesan,2
leeks,chervil,1
leeks,chicken,2
leeks,chile peppers,1
leeks,chives,2
leeks,coriander,1
leeks,cream,2
leeks,crème fraîche,1
leeks,dill,1
leeks,eggs (including hard-boiled) and egg dishes,2
leeks,fennel,1
leeks,fish,2
leeks,french cuisine,1
leeks,garlic,2
leeks,greek cuisine,1
leeks,"lemon, juice",1
leeks,lovage,1
leeks,"meats, white",1
leeks,mussels,1
leeks,mustard,2
leeks,nutmeg,1
leeks,oil corn,2
leeks,oil grapeseed,2
leeks,oil hazelnut,2
leeks,oil peanut,2
leeks,oil vegetable,2
leeks,olive oil,2
leeks,onions,1
leeks,oregano,2
leeks,paprika,1
leeks,parsley,1
leeks,pasta,1
leeks,pepper black,2
leeks,pepper white,2
leeks,potatoes,2
leeks,rice,1
leeks,sage,1
leeks,salads,1
leeks,"salt, kosher",2
leeks,"sauces, romesco",1
leeks,scallions,1
leeks,sea bass,1
leeks,soups,1
leeks,soy sauce,1
leeks,stews,1
leeks,stocks chicken,2
leeks,stocks vegetable,2
leeks,tamari,1
leeks,tarragon,2
leeks,thyme,2
leeks,tomatoes and tomato sauce,1
leeks,"truffles, black",1
leeks,vinaigrette,2
leeks,"vinegar, balsamic",1
leeks,wine dry white,2
leeks,wine red,2
lemons,almonds,2
lemons,anise,1
lemons,or an exclamation point!,1
lemons,apples,1
lemons,apricots,1
lemons,artichokes,1
lemons,bananas,1
lemons,basil,2
lemons,bay leaf,1
lemons,beef,1
lemons,berries,1
lemons,beverages,1
lemons,blackberries,2
lemons,blueberries,2
lemons,"butter, unsalted",1
lemons,buttermilk,1
lemons,capers,2
lemons,caramel,1
lemons,cardamom,1
lemons,dishes,2
lemons,cayenne,1
lemons,cheese goat,2
lemons,cheese ricotta,2
lemons,cherries,1
lemons,chervil,1
lemons,chestnuts,1
lemons,chicken,2
lemons,chives,1
lemons,chocolate dark,1
lemons,chocolate white,1
lemons,cinnamon,1
lemons,coconut,2
lemons,coffee,1
lemons,crab,1
lemons,cranberries,1
lemons,cream / milk,1
lemons,cream cheese,1
lemons,crème fraîche,1
lemons,custard,1
lemons,dates,1
lemons,desserts,1
lemons,duck,1
lemons,figs fresh,1
lemons,figs dried,1
lemons,fish,3
lemons,garlic,3
lemons,gin,1
lemons,ginger,1
lemons,gooseberries,1
lemons,grapefruit,1
lemons,grapes,1
lemons,greek cuisine,2
lemons,guava,1
lemons,hazelnuts,1
lemons,honey,3
lemons,kiwi fruit,1
lemons,lamb,2
lemons,lemongrass,1
lemons,lemon verbena,1
lemons,lime,1
lemons,mango,1
lemons,maple syrup,1
lemons,mascarpone,1
lemons,mediterranean cuisines,1
lemons,middle eastern cuisines,1
lemons,mint (garnish),2
lemons,moroccan cuisine,1
lemons,"mustard, dijon",1
lemons,nectarines,1
lemons,oats,1
lemons,olive oil,1
lemons,orange juice,2
lemons,orange zest,2
lemons,oregano,1
lemons,oysters,1
lemons,papaya,1
lemons,"parsley, flat-leaf",1
lemons,passion fruit,1
lemons,pasta and pasta sauces,1
lemons,peaches,1
lemons,pears,1
lemons,pecans,1
lemons,"pepper, black",1
lemons,persimmons,1
lemons,pine nuts,1
lemons,pistachios,2
lemons,plums,1
lemons,poppy seeds,2
lemons,pork and pork chops,1
lemons,poultry,1
lemons,prunes,1
lemons,quince,1
lemons,raisins,1
lemons,raspberries,2
lemons,rhubarb,1
lemons,rice,1
lemons,rosemary,2
lemons,rum,1
lemons,sage,1
lemons,salads and salad dressings,1
lemons,"salt, kosher",1
lemons,sauces brown butter,1
lemons,sauces parsley,1
lemons,sesame oil,1
lemons,shallots,1
lemons,shellfish,3
lemons,sour cream,1
lemons,"stock, chicken",1
lemons,sugar brown,3
lemons,sugar white,3
lemons,tangerine,1
lemons,thyme,2
lemons,vanilla,2
lemons,veal,2
lemons,violets,1
lemons,vodka,1
lemons,walnuts,1
lemons,yogurt,1
"lemons, meyer",cream,1
"lemons, meyer",grapefruit,1
"lemons, meyer",honey,1
"lemons, meyer",lemon,1
"lemons, meyer",lime,1
"lemons, meyer",orange,1
"lemons, meyer",sugar,1
"lemons, meyer",vanilla,1
"lemons, preserved",cinnamon,1
"lemons, preserved",cloves,1
"lemons, preserved",lamb,1
"lemons, preserved",moroccan cuisine,3
"lemons, preserved",nigella seeds,1
"lemons, preserved",saffron,1
"lemons, preserved",dishes,2
lemon balm,apricots,1
lemon balm,asparagus,1
lemon balm,berries,1
lemon balm,carrots,1
lemon balm,chicken,1
lemon balm,chives,1
lemon balm,dill,1
lemon balm,fennel bulb,1
lemon balm,fish,1
lemon balm,fruit,1
lemon balm,ginger,1
lemon balm,melon,1
lemon balm,mint,1
lemon balm,nectarines,1
lemon balm,"parsley, flat-leaf",1
lemon balm,peaches,1
lemon balm,peas,1
lemon balm,teas,1
lemon basil,apricots,1
lemon basil,berries,1
lemon basil,cinnamon,1
lemon basil,desserts,1
lemon basil,fish,1
lemon basil,peaches,1
lemon basil,seafood,1
lemon basil,shellfish,1
lemon basil,soups,1
lemon basil,vegetables,1
lemongrass,basil,1
lemongrass,beef,1
lemongrass,chicken,2
lemongrass,chile peppers red,2
lemongrass,chile peppers green,2
lemongrass,chives,1
lemongrass,cilantro,2
lemongrass,cinnamon,1
lemongrass,cloves,1
lemongrass,coconut and coconut milk,2
lemongrass,coriander,1
lemongrass,crab,2
lemongrass,cream,1
lemongrass,curries,2
lemongrass,fish,3
lemongrass,fruits,1
lemongrass,galangal,1
lemongrass,garlic,2
lemongrass,ginger,1
lemongrass,honey,1
lemongrass,indonesian cuisine,2
lemongrass,"lime, juice",1
lemongrass,lobster,2
lemongrass,malaysian cuisine,1
lemongrass,meats,1
lemongrass,mint,1
lemongrass,"noodles, rice",1
lemongrass,offal,1
lemongrass,onions,1
lemongrass,parsley,1
lemongrass,peanuts,1
lemongrass,pork,2
lemongrass,poultry,1
lemongrass,sage,1
lemongrass,salads and salad dressings,2
lemongrass,scallions,1
lemongrass,shallots,2
lemongrass,shellfish,3
lemongrass,shrimp,2
lemongrass,southeast asian cuisines,1
lemongrass,spring rolls,1
lemongrass,stews,2
lemongrass,teas,1
lemongrass,thai cuisine,3
lemongrass,turmeric,1
lemongrass,vanilla,1
lemongrass,vegetables,1
lemongrass,vietnamese cuisine,2
lemongrass,vinaigrettes,1
lemon thyme,asparagus,1
lemon thyme,basil,1
lemon thyme,bay leaf,1
lemon thyme,beets,1
lemon thyme,bouillabaisse,1
lemon thyme,carrots,2
lemon thyme,chives,1
lemon thyme,eggs,1
lemon thyme,fennel,1
lemon thyme,figs,1
lemon thyme,fish,1
lemon thyme,fruits,2
lemon thyme,ginger,1
lemon thyme,halibut,1
lemon thyme,lamb,1
lemon thyme,marjoram,1
lemon thyme,meats,1
lemon thyme,mint,1
lemon thyme,orange,1
lemon thyme,parsley,1
lemon thyme,potatoes,1
lemon thyme,poultry,1
lemon thyme,rabbit,1
lemon thyme,rosemary,1
lemon thyme,sage,1
lemon thyme,salads fruit,2
lemon thyme,salads green,2
lemon thyme,seafood,2
lemon thyme,shellfish,1
lemon thyme,sole,1
lemon thyme,spinach,1
lemon thyme,stews,1
lemon thyme,stocks and broths fish,1
lemon thyme,stocks and broths seafood,1
lemon thyme,stuffings,1
lemon thyme,veal,2
lemon verbena,anise hyssop,1
lemon verbena,apricots,2
lemon verbena,basil,1
lemon verbena,beets,1
lemon verbena,berries,1
lemon verbena,beverages,1
lemon verbena,blueberries,1
lemon verbena,"butter, unsalted",1
lemon verbena,carrots,1
lemon verbena,cherries,1
lemon verbena,chicken,1
lemon verbena,chile peppers,1
lemon verbena,chives,1
lemon verbena,cilantro,1
lemon verbena,cinnamon,1
lemon verbena,cream and ice cream,1
lemon verbena,crème fraîche,1
lemon verbena,"currants, red",1
lemon verbena,custards,1
lemon verbena,desserts,1
lemon verbena,fish,1
lemon verbena,fruits,1
lemon verbena,garlic,1
lemon verbena,ginger,1
lemon verbena,grapes,1
lemon verbena,honey,1
lemon verbena,lamb,1
lemon verbena,lavender,1
lemon verbena,"lemon, juice",1
lemon verbena,lemonade,1
lemon verbena,lemongrass,1
lemon verbena,lemon thyme,1
lemon verbena,"lime, juice",1
lemon verbena,melon,1
lemon verbena,milk,1
lemon verbena,mint,1
lemon verbena,mushrooms,1
lemon verbena,nectarines,1
lemon verbena,peaches,1
lemon verbena,peas,1
lemon verbena,plums,1
lemon verbena,raspberries,1
lemon verbena,rice,1
lemon verbena,"salads, fruit and green",1
lemon verbena,salt,1
lemon verbena,sour cream,1
lemon verbena,strawberries,1
lemon verbena,sugar,1
lemon verbena,tamarind,1
lemon verbena,"tea, green",1
lemon verbena,zucchini,1
lentils,techniques simmer,2
lentils,apples cider,1
lentils,apples juice,1
lentils,bacon,2
lentils,bay leaf,3
lentils,bouquet garni,1
lentils,bread and croutons,1
lentils,"butter, unsalted",2
lentils,cardamom,1
lentils,carrots,3
lentils,cayenne,1
lentils,celery,3
lentils,celery root,1
lentils,"cheese, goat",1
lentils,chervil,1
lentils,chile peppers dried red,1
lentils,chile peppers fresh green,1
lentils,chives (garnish),1
lentils,cilantro,1
lentils,cinnamon,1
lentils,cloves,1
lentils,coconut,1
lentils,dishes,2
lentils,cornichons,1
lentils,cream,1
lentils,curry leaves,1
lentils,curry powder,1
lentils,curry sauces,1
lentils,dill,1
lentils,eggplant,1
lentils,french cuisine,1
lentils,garlic,3
lentils,ginger,2
lentils,ham and ham hocks,1
lentils,honey,1
lentils,indian cuisine,1
lentils,lamb,1
lentils,leeks,2
lentils,"lemon, juice",1
lentils,"lime, juice",1
lentils,meats,1
lentils,mediterranean cuisine,1
lentils,"mustard, dijon",1
lentils,"mustard seeds, black",1
lentils,oil hazelnut,3
lentils,oil peanut,3
lentils,oil vegetable,3
lentils,oil walnut,3
lentils,olive oil,2
lentils,oregano,1
lentils,"parsley, flat-leaf",3
lentils,pepper black,3
lentils,pepper white,3
lentils,pineapple,1
lentils,pork,2
lentils,prosciutto,1
lentils,salmon,3
lentils,salt kosher,3
lentils,scallions,1
lentils,shallots,2
lentils,soups,1
lentils,soy sauce,1
lentils,spinach,1
lentils,stocks chicken,3
lentils,stocks vegetable,3
lentils,thyme,2
lentils,tomatoes,2
lentils,turmeric,1
lentils,turnips,1
lentils,vinegar balsamic,3
lentils,vinegar red wine,3
lentils,vinegar sherry,3
lentils,walnuts,1
lentils,"wine, red",1
lentils,zucchini,1
"lettuce, romaine",anchovies,2
"lettuce, romaine",avocados,2
"lettuce, romaine",bell peppers green,1
"lettuce, romaine",bell peppers red,1
"lettuce, romaine",butter,1
"lettuce, romaine",caesar salad,1
"lettuce, romaine",capers,1
"lettuce, romaine",cayenne,1
"lettuce, romaine",chervil,1
"lettuce, romaine",chile peppers jalapeño,1
"lettuce, romaine",chile peppers serrano,1
"lettuce, romaine",chives,1
"lettuce, romaine",cilantro,1
"lettuce, romaine",cream,1
"lettuce, romaine",crème fraîche,1
"lettuce, romaine",croutons,1
"lettuce, romaine",cucumbers,1
"lettuce, romaine","eggs, yolk",2
"lettuce, romaine",garlic,3
"lettuce, romaine",grapefruit,1
"lettuce, romaine",ham,1
"lettuce, romaine",leeks,1
"lettuce, romaine","lemon, juice",2
"lettuce, romaine",lime juice,1
"lettuce, romaine",lime zest,1
"lettuce, romaine",lovage,1
"lettuce, romaine",mayonnaise,1
"lettuce, romaine","mustard, dijon",2
"lettuce, romaine",oil canola,3
"lettuce, romaine",oil vegetable,3
"lettuce, romaine",olive oil,3
"lettuce, romaine","olives, kalamata",1
"lettuce, romaine","parsley, flat-leaf",1
"lettuce, romaine",pepper black,2
"lettuce, romaine",pepper white,2
"lettuce, romaine",salt kosher,2
"lettuce, romaine",salt sea,2
"lettuce, romaine",shallots,2
"lettuce, romaine",sour cream,1
"lettuce, romaine",stocks chicken,1
"lettuce, romaine",stocks vegetable,1
"lettuce, romaine",tarragon,1
"lettuce, romaine",tomatoes,1
"lettuce, romaine",vinaigrette,1
"lettuce, romaine",walnuts,1
"lettuce, romaine",worcestershire sauce,1
limes,apricots,1
limes,avocados,2
limes,berries blueberries,2
limes,berries gooseberries,2
limes,berries raspberries,2
limes,berries strawberries,2
limes,butter,1
limes,buttermilk,1
limes,capers,1
limes,caramel,2
limes,ceviche,1
limes,chicken,1
limes,"chocolate, white",1
limes,cilantro,2
limes,coconut and coconut milk,2
limes,cream,1
limes,cream cheese,1
limes,crème fraîche,1
limes,dates,1
limes,duck,1
limes,"figs, dried",1
limes,gin,1
limes,ginger,2
limes,gooseberries,1
limes,grapefruit,1
limes,green tea,1
limes,guacamole,1
limes,guava,1
limes,hazelnuts,1
limes,honey raw,2
limes,honey burnt,2
limes,dishes,2
limes,(kansas city),1
limes,jicama,1
limes,kiwi fruit,1
limes,latin american cuisine,1
limes,lemon,1
limes,lemongrass,2
limes,lime juice,1
limes,lime zest,1
limes,lobster,1
limes,macadamia nuts,2
limes,mangoes,2
limes,maple syrup,1
limes,margaritas,1
limes,mascarpone,1
limes,mexican cuisine,2
limes,mint,2
limes,"orange, juice",1
limes,papayas,2
limes,passion fruit,1
limes,peanuts,1
limes,pecans,1
limes,raspberries,1
limes,rum,1
limes,salt,1
limes,scallops,1
limes,sea bass,1
limes,shellfish,1
limes,shrimp,1
limes,southwestern cuisine,1
limes,strawberries,2
limes,sugar brown,2
limes,sugar white,2
limes,sweet potatoes,1
limes,tequila,1
limes,thai cuisine,1
limes,tomatoes,1
limes,tuna,1
limes,vanilla,1
limes,vietnamese cuisine,1
limes,vodka,1
limes,yogurt,1
"liver, calf’s",techniques braise,2
"liver, calf’s",techniques broil,2
"liver, calf’s",techniques grill,2
"liver, calf’s",techniques sauté,2
"liver, calf’s",apples,1
"liver, calf’s",arugula,1
"liver, calf’s",avocado,1
"liver, calf’s",bacon,1
"liver, calf’s",bay leaf,1
"liver, calf’s",bouquet garni,1
"liver, calf’s","butter, unsalted",1
"liver, calf’s",carrots,1
"liver, calf’s",celery,1
"liver, calf’s","cheese, parmesan",1
"liver, calf’s",chervil,1
"liver, calf’s",chives,1
"liver, calf’s",cream,1
"liver, calf’s",figs,1
"liver, calf’s",french cuisine,1
"liver, calf’s",garlic,1
"liver, calf’s",jasmine,1
"liver, calf’s","lemon, juice",1
"liver, calf’s",milk,1
"liver, calf’s",mushrooms,2
"liver, calf’s","mustard, dijon",1
"liver, calf’s","oil, canola",2
"liver, calf’s",olive oil,1
"liver, calf’s","olives, green",1
"liver, calf’s",onions fried,3
"liver, calf’s",onions red,3
"liver, calf’s",onions vidalia,3
"liver, calf’s",onions white,3
"liver, calf’s","orange, zest",1
"liver, calf’s",pancetta,1
"liver, calf’s","parsley, flat-leaf",1
"liver, calf’s",pears,1
"liver, calf’s",pepper black,1
"liver, calf’s",pepper white,1
"liver, calf’s",polenta,1
"liver, calf’s","potatoes, mashed",1
"liver, calf’s",prunes,1
"liver, calf’s",rhubarb,1
"liver, calf’s",sage,1
"liver, calf’s","salt, kosher",1
"liver, calf’s","sauce, brown butter",1
"liver, calf’s",sausages,1
"liver, calf’s",shallots,1
"liver, calf’s",spinach,1
"liver, calf’s","stock, chicken",1
"liver, calf’s","sugar, brown",1
"liver, calf’s",thyme,1
"liver, calf’s",tomatoes,1
"liver, calf’s",turnips,1
"liver, calf’s",vinegar balsamic,3
"liver, calf’s",vinegar cider,3
"liver, calf’s",vinegar red wine,3
"liver, calf’s",vinegar sherry,3
"liver, calf’s",wine dry red or white,1
"liver, chicken",techniques grill,2
"liver, chicken",techniques sauté,2
"liver, chicken",anchovies,1
"liver, chicken",apples,1
"liver, chicken",bacon,1
"liver, chicken",bay leaf,1
"liver, chicken","butter, unsalted",1
"liver, chicken",capers,1
"liver, chicken",chicken fat,1
"liver, chicken",chives,1
"liver, chicken",cilantro,1
"liver, chicken","eggs, hard-boiled",1
"liver, chicken",garlic,2
"liver, chicken",kale,1
"liver, chicken","lemon, juice",1
"liver, chicken","lime, juice",1
"liver, chicken","oil, peanut",1
"liver, chicken",olive oil,1
"liver, chicken","parsley, flat-leaf",2
"liver, chicken",peanuts,1
"liver, chicken",pepper black,1
"liver, chicken",pepper white,1
"liver, chicken",radishes,1
"liver, chicken",red pepper flakes,1
"liver, chicken",rosemary,1
"liver, chicken",sage,1
"liver, chicken","salt, kosher",1
"liver, chicken",shallots,1
"liver, chicken",soy sauce,1
"liver, chicken",sugar,1
"liver, chicken",thyme,1
"liver, chicken",vinegar balsamic,1
"liver, chicken",vinegar sherry,1
"liver, chicken","wine, dry red",1
lobster,anchovies,1
lobster,apples,1
lobster,artichokes,1
lobster,asparagus,1
lobster,avocado,2
lobster,bacon,1
lobster,basil,2
lobster,bay leaf,2
lobster,beans green,1
lobster,beans flageolets,1
lobster,beans white,1
lobster,beets,1
lobster,brandy,1
lobster,"butter, unsalted",3
lobster,capers,1
lobster,carrots,2
lobster,caviar,2
lobster,cayenne,2
lobster,celery,2
lobster,celery root,1
lobster,champagne,1
lobster,cheese gruyère,1
lobster,cheese parmesan,1
lobster,chervil,2
lobster,"chile peppers, jalapeño",1
lobster,chili paste,1
lobster,chinese cuisine,1
lobster,chives,2
lobster,cilantro,2
lobster,cinnamon,1
lobster,clams,1
lobster,clove,1
lobster,coconut and coconut milk,2
lobster,cognac,2
lobster,coriander,1
lobster,corn,2
lobster,crab,1
lobster,cream,2
lobster,crème fraîche,1
lobster,cucumbers,1
lobster,cumin,1
lobster,curry paste (red),2
lobster,curry powder,2
lobster,curry leaf,1
lobster,daikon,1
lobster,dill,1
lobster,eggs and egg yolks,1
lobster,endive,1
lobster,fennel,2
lobster,fennel seeds,1
lobster,fenugreek seeds,1
lobster,figs,1
lobster,"fish sauce, thai",1
lobster,foie gras,1
lobster,frisée,1
lobster,garlic,3
lobster,"ginger, fresh",2
lobster,grapefruit,1
lobster,grapes,1
lobster,guacamole,1
lobster,haricots verts,1
lobster,honey,1
lobster,horseradish,1
lobster,kiwi fruit,1
lobster,kumquats,1
lobster,leeks,2
lobster,lemon juice,3
lobster,lemon zest,3
lobster,"lemon, meyer",1
lobster,dishes,2
lobster,bouley (new york city),1
lobster,"sandy d’amato, sanford (milwaukee)",1
lobster,everest (chicago),1
lobster,city),1
lobster,(new york city),1
lobster,lemongrass,2
lobster,lentils,1
lobster,lime leaf (kaffir),2
lobster,lime juice,2
lobster,lobster roe,1
lobster,macaroni and cheese,1
lobster,mace,1
lobster,mâche,1
lobster,mangoes,1
lobster,mascarpone,1
lobster,mayonnaise,2
lobster,mediterranean cuisine,1
lobster,mint,1
lobster,mirepoix,1
lobster,"miso, white",1
lobster,wild,1
lobster,mussels,1
lobster,mustard dry,1
lobster,mustard seeds,1
lobster,new england cuisine,1
lobster,nutmeg,1
lobster,olive oil,2
lobster,oyster sauce,1
lobster,papaya,1
lobster,"paprika, sweet",1
lobster,"parsley, flat-leaf",2
lobster,parsnips,1
lobster,passion fruit,1
lobster,peanuts,1
lobster,peas,2
lobster,"peas, snow",1
lobster,pepper black,2
lobster,pepper white,2
lobster,pernod,1
lobster,pineapple,2
lobster,port,1
lobster,pumpkin,1
lobster,radicchio,1
lobster,red pepper flakes,1
lobster,rhubarb,1
lobster,rosemary,1
lobster,saffron,1
lobster,salt kosher,3
lobster,salt sea,3
lobster,salt sel gris,3
lobster,"sauces, béchamel",1
lobster,scallions,2
lobster,scallops,1
lobster,sea urchin,1
lobster,shallots,2
lobster,shrimp,1
lobster,snow peas,1
lobster,southern cuisine,1
lobster,soy sauce,2
lobster,spinach,1
lobster,squid,1
lobster,star anise,1
lobster,tabasco sauce,1
lobster,"tamarind, puree",1
lobster,tarragon,2
lobster,thyme,1
lobster,tomatoes juice,3
lobster,tomatoes paste,3
lobster,tomatoes pulp,3
lobster,truffles black,1
lobster,truffles juice,1
lobster,vanilla,2
lobster,"vermouth, dry",1
lobster,vodka,1
lobster,wasabi,1
lobster,water chestnuts,1
lobster,watermelon,1
lobster,whiskey,1
lobster,worcestershire sauce,1
lobster,yuzu juice,1
lotus root,techniques fry,2
lotus root,techniques raw,2
lotus root,techniques simmer,2
lotus root,techniques stir-fry,2
lotus root,ginger,1
lotus root,lemon,1
lotus root,lime,1
lotus root,"oil, vegetable",1
lotus root,salads,1
lotus root,soups,1
lotus root,soy sauce,1
lotus root,stir-fried dishes,1
lotus root,tempura,1
lotus root,"vinegar, rice",1
lotus root,"wine, rice",1
lovage,apples,1
lovage,bay leaf,1
lovage,"beans, green",1
lovage,bell peppers,1
lovage,caraway,1
lovage,carrots,1
lovage,chard,1
lovage,cheese,1
lovage,chervil,1
lovage,chicken,1
lovage,chile peppers,1
lovage,chives,1
lovage,clams,1
lovage,corn,2
lovage,"crab, dungeness",1
lovage,cream cheese,1
lovage,dill,1
lovage,eggs and egg dishes,1
lovage,fennel,1
lovage,garlic,1
lovage,greens,1
lovage,ham,1
lovage,juniper berries,1
lovage,lamb,1
lovage,marjoram,1
lovage,mint,1
lovage,mushrooms,1
lovage,mussels,1
lovage,mustard,1
lovage,"nettles, stinging",1
lovage,onions,1
lovage,oregano,1
lovage,parsley,1
lovage,pork,2
lovage,potatoes,2
lovage,rabbit,1
lovage,rice,1
lovage,"salads, green",1
lovage,sauces,1
lovage,shellfish,1
lovage,sorrel,1
lovage,spinach,2
lovage,stews,1
lovage,tarragon,1
lovage,thyme,1
lovage,tomatoes and tomato juice,2
lovage,veal,1
lovage,zucchini,1
luxurious,champagne,1
luxurious,foie gras,1
luxurious,ibérico ham,1
luxurious,kobe beef,1
luxurious,saffron,1
luxurious,smoked fish,1
luxurious,vanilla,1
luxurious,truffles black,1
luxurious,truffles white,1
luxurious,wine,1
lychees,techniques raw,2
lychees,anise hyssop,1
lychees,berries,1
lychees,blackberries,1
lychees,chicken,1
lychees,chile peppers,1
lychees,cilantro,1
lychees,coconut and coconut milk,2
lychees,cream,1
lychees,cream cheese,1
lychees,curry,1
lychees,duck,1
lychees,foie gras,1
lychees,ginger,2
lychees,honey,1
lychees,kiwi fruit,1
lychees,"lemon, juice",1
lychees,lemongrass,1
lychees,"lime, juice",2
lychees,mangoes,1
lychees,nuts,1
lychees,"orange, tangerine",2
lychees,passion fruit,1
lychees,pears,1
lychees,pineapple,1
lychees,plums,1
lychees,pork,1
lychees,raspberries,2
lychees,rice,1
lychees,rose (french cuisine),1
lychees,rum,2
lychees,sake,1
lychees,"salads, fruit",1
lychees,shellfish scallops,1
lychees,shellfish shrimp,1
lychees,strawberries,1
lychees,vodka,1
lychees,wine plum,1
lychees,wine sparkling,1
lychees,yogurt,1
macadamia nuts,apricots,1
macadamia nuts,bananas,1
macadamia nuts,beets,1
macadamia nuts,bourbon,1
macadamia nuts,brandy,1
macadamia nuts,caramel,1
macadamia nuts,cashews,1
macadamia nuts,chicken,1
macadamia nuts,coconut,1
macadamia nuts,coffee,1
macadamia nuts,crab,1
macadamia nuts,cream,1
macadamia nuts,dates,1
macadamia nuts,desserts,2
macadamia nuts,"figs, dried",1
macadamia nuts,dishes,2
macadamia nuts,cafe boulud (new york city),1
macadamia nuts,ginger,1
macadamia nuts,goat cheese,1
macadamia nuts,grapefruit,1
macadamia nuts,guava,1
macadamia nuts,hawaiian cuisine,1
macadamia nuts,honey,1
macadamia nuts,kumquats,1
macadamia nuts,lamb,1
macadamia nuts,lemon,1
macadamia nuts,lime,1
macadamia nuts,mango,1
macadamia nuts,maple syrup,1
macadamia nuts,mint,1
macadamia nuts,orange,1
macadamia nuts,papaya,1
macadamia nuts,passion fruit,1
macadamia nuts,peaches,1
macadamia nuts,pineapple,1
macadamia nuts,prunes,1
macadamia nuts,raspberries,1
macadamia nuts,rum,1
macadamia nuts,scallops,1
macadamia nuts,"sugar, brown",1
macadamia nuts,vanilla,1
mace,botanical relatives nutmeg,2
mace,allspice,1
mace,asian cuisine,1
mace,beans,1
mace,broccoli,1
mace,butter,1
mace,cabbage,1
mace,cardamom,1
mace,carrots,1
mace,cherry pie,1
mace,chicken,2
mace,chocolate,1
mace,cinnamon,1
mace,cloves,1
mace,coriander,1
mace,cream / milk,2
mace,cumin,1
mace,curry (ingredient),1
mace,eggs,1
mace,english cuisine,1
mace,fish,2
mace,french cuisine,1
mace,garam masala (ingredient),1
mace,ginger,1
mace,hazelnuts,1
mace,indian cuisine,1
mace,ketchup (ingredient),1
mace,lamb,1
mace,meats,2
mace,new england cuisine,1
mace,nutmeg,3
mace,onions,1
mace,paprika,1
mace,pastries,2
mace,pepper,1
mace,potatoes,1
mace,pound cake,1
mace,puddings,1
mace,pumpkin,1
mace,"salads, fruit",1
mace,sauces béchamel,2
mace,sauces cream,2
mace,sauces onion,2
mace,sausages,1
mace,"shellfish, shrimp",2
mace,soups and consommés,2
mace,spinach,1
mace,stuffing,1
mace,sweet potatoes,1
mace,thyme,1
mace,veal,2
mace,vegetables,1
mace,west indian cuisine,1
mace,mâche,2
mace,techniques raw,2
mace,techniques steam,2
mace,apples,2
mace,bacon,1
mace,beets,2
mace,butter,1
mace,"cheese, goat",2
mace,cream,1
mace,"eggs, quail",1
mace,endive,1
mace,"lemon, juice",2
mace,"mustard, dijon",1
mace,nuts pistachios,2
mace,nuts walnuts,2
mace,oil grapeseed,1
mace,oil nut,1
mace,olive oil,1
mace,orange,1
mace,pomegranates,1
mace,potatoes,1
mace,scallops,1
mace,shallots,1
mace,vinegar champagne,2
mace,vinegar sherry,2
mackerel,apples,1
mackerel,artichokes,1
mackerel,bay leaf,1
mackerel,beets,1
mackerel,bell peppers red,1
mackerel,bell peppers yellow,1
mackerel,butter,1
mackerel,capers,1
mackerel,caraway seeds,1
mackerel,caviar,1
mackerel,ceviche,1
mackerel,chile peppers,1
mackerel,chives,2
mackerel,cilantro,1
mackerel,cinnamon,1
mackerel,cloves,1
mackerel,coriander,1
mackerel,cornichons,1
mackerel,cream,1
mackerel,crème fraîche,1
mackerel,cucumber,1
mackerel,cumin,1
mackerel,dill,1
mackerel,fennel,1
mackerel,french cuisine,1
mackerel,garlic,2
mackerel,ginger,2
mackerel,gooseberries,1
mackerel,horseradish,1
mackerel,"lemon, juice",3
mackerel,lemon thyme,2
mackerel,lentils,1
mackerel,"lime, juice",1
mackerel,mint (garnish),1
mackerel,miso,1
mackerel,mushrooms,1
mackerel,"mustard, dijon",2
mackerel,mustard seeds,1
mackerel,oil canola,3
mackerel,oil corn,3
mackerel,oil peanut,3
mackerel,oil sesame,3
mackerel,oil vegetable,3
mackerel,olive oil,2
mackerel,onions,2
mackerel,"orange, juice",1
mackerel,pancetta,1
mackerel,"parsley, flat-leaf",2
mackerel,pepper black,3
