source,target_cleaned,score,key_ingredient,seasonality,ingredient,accompaniment,avoid,target_raw,
oranges,mascarpone,1,,,,,,mascarpone,
oranges,meat,1,,,,,,meats,
oranges,melon,1,,,,,,melon,
oranges,meringue,1,,,,,,meringue,
oranges,mint,3,,,,,,MINT,
oranges,nectarine,1,,,,,,nectarines,
oranges,oats,1,,,,,,oats,
oranges,olive oil,2,,,,,,olive oil,
oranges,"olives, black",2,,,,,,"olives, black",
oranges,onion,3,,,,,,"ONIONS, esp. green, red",
oranges,"onion, pearl",2,,,,,,"ONIONS, esp. green, red",
oranges,"onion, red",2,,,,,,"ONIONS, esp. green, red",
oranges,orange liqueur,2,,,,,,"orange liqueurs: Cointreau, Grand Marnier",
oranges,orange liqueur,2,,,,,,"orange liqueurs: Cointreau, Grand Marnier",
oranges,"orange, zest",1,,,,,,"orange, zest",
oranges,papaya,1,,,,,,papaya,
oranges,paprika,1,,,,,,paprika,
oranges,"parsley, flat-leaf",1,,,,,,"parsley, flat-leaf",
oranges,passion fruit,1,,,,,,passion fruit,
oranges,pastry crust,1,,,,,,"crust: pastry, pie",
oranges,peach,1,,,,,,peaches,
oranges,pear,1,,,,,,pears,
oranges,pecan,1,,,,,,pecans,
oranges,"pepper, black",1,,,,,,"pepper, black",
oranges,persimmon,1,,,,,,persimmons,
oranges,pie crust,1,,,,,,"crust: pastry, pie",
oranges,pine nuts,1,,,,,,pine nuts,
oranges,pineapple,1,,,,,,pineapple,
oranges,pistachio,1,,,,,,pistachios,
oranges,plum,1,,,,,,plums,
oranges,pomegranate,2,,,,,,pomegranates,
oranges,poppy seeds,1,,,,,,poppy seeds,
oranges,"pork, roast",1,,,,,,"pork, roast",
oranges,port,1,,,,,,port,
oranges,prune,1,,,,,,prunes,
oranges,pumpkin,1,,,,,,pumpkin,
oranges,quince,1,,,,,,quince,
oranges,raisins,1,,,,,,raisins,
oranges,raspberry,1,,,,,,raspberries,
oranges,rhubarb,1,,,,,,rhubarb,
oranges,rice,1,,,,,,rice,
oranges,rosemary,2,,,,,,rosemary,
oranges,rum,1,,,,,,rum,
oranges,saffron,1,,,,,,saffron,
oranges,"salad, fruit",1,,,,,,"salads, fruit and green",
oranges,"salad, green",1,,,,,,"salads, fruit and green",
oranges,salt,1,,,,,,salt,
oranges,sauce,1,,,,,,sauces,
oranges,scallion,2,,,,,,"ONIONS, esp. green, red",
oranges,scallop,1,,,,,,scallops,
oranges,shrimp,1,,,,,,shrimp,
oranges,"squash, butternut",1,,,,,,"squash, winter (e.g., butternut)",
oranges,"squash, winter",1,,,,,,"squash, winter (e.g., butternut)",
oranges,star anise,1,,,,,,star anise,
oranges,strawberry,1,,,,,,strawberries,
oranges,"sugar, brown",3,,,,,,"SUGAR: brown, white",
oranges,"sugar, white",3,,,,,,"SUGAR: brown, white",
oranges,sweet potato,1,,,,,,sweet potatoes,
oranges,tea,1,,,,,,tea,
oranges,thyme,1,,,,,,thyme,
oranges,tomato,1,,,,,,tomatoes,
oranges,vanilla,2,,,,,,vanilla,
oranges,veal,1,,,,,,veal,
oranges,vinegar,2,,,,,,"vinegar, esp. rice wine, sherry",
oranges,"vinegar, rice wine",2,,,,,,"vinegar, esp. rice wine, sherry",
oranges,"vinegar, sherry",2,,,,,,"vinegar, esp. rice wine, sherry",
oranges,walnuts,2,,,,,,walnuts,
oranges,watercress,1,,,,,,watercress,
oranges,"wine, red",1,,,,,,"wine: red, sweet, white",
oranges,"wine, sweet",1,,,,,,"wine: red, sweet, white",
oranges,"wine, white",1,,,,,,"wine: red, sweet, white",
oranges,yogurt,1,,,,,,yogurt,
"oranges, blood",almonds,1,,,,,,almonds,
"oranges, blood",apricot,1,,,,,,apricots,
"oranges, blood",banana,1,,,,,,bananas,
"oranges, blood",campari,1,,,,,,campari,
"oranges, blood",caramel,1,,,,,,caramel,
"oranges, blood",caramel,1,,,,,,caramel,
"oranges, blood",chicken,1,,,,,,chicken,
"oranges, blood",chinese cuisine,1,,,,,,"chinese cuisine (e.g., as dessert)",
"oranges, blood",chinese cuisine,1,,,,,,"chinese cuisine (e.g., as dessert)",
"oranges, blood",chive,1,,,,,,chives,
"oranges, blood",chocolate,2,,,,,,"chocolate, esp. dark",
"oranges, blood","chocolate, dark",3,,,,,,"chocolate, esp. dark",
"oranges, blood","chocolate, white",1,,,,,,"chocolate, white",
"oranges, blood",cinnamon,1,,,,,,cinnamon,
"oranges, blood",clove,1,,,,,,cloves,
"oranges, blood",crab,1,,,,,,"shellfish (e.g., crab)",
"oranges, blood",cream,1,,,,,,cream,
"oranges, blood",cream,2,,,,,,cream and ice cream,
"oranges, blood",cream,2,,,,,,cream and ice cream,
"oranges, blood",cream,2,,,,,,cream and ice cream,
"oranges, blood",crème anglaise,1,,,,,,crème anglaise,
"oranges, blood",cumin,1,,,,,,cumin,
"oranges, blood",custard,1,,,,,,custard,
"oranges, blood",dates,1,,,,,,dates,
"oranges, blood",dessert,1,,,,,,desserts,
"oranges, blood",duck,1,,,,,,duck,
"oranges, blood",fish,1,,,,,,fish,
"oranges, blood",garlic,1,,,,,,garlic,
"oranges, blood",ginger,1,,,,,,ginger,
"oranges, blood",grapefruit,1,,,,,,grapefruit,
"oranges, blood",grapefruit,1,,,,,,grapefruit,
"oranges, blood",hazelnut,1,,,,,,hazelnuts and hazelnut oil,
"oranges, blood",honey,1,,,,,,honey,
"oranges, blood",honey,1,,,,,,honey,
"oranges, blood",ice cream,2,,,,,,cream and ice cream,
"oranges, blood",ice cream,2,,,,,,cream and ice cream,
"oranges, blood",ice cream,2,,,,,,cream and ice cream,
"oranges, blood","kaffir lime, leaf",1,,,,,,"lime leaf, kaffir",
"oranges, blood",kumquat,1,,,,,,kumquats,
"oranges, blood",kumquat,1,,,,,,kumquats,
"oranges, blood",lavender,1,,,,,,lavender,
"oranges, blood",lemon,1,,,,,,lemon,
"oranges, blood",lemon verbena,1,,,,,,lemon verbena,
"oranges, blood","lemon, juice",3,,,,,,lemon juice,
"oranges, blood",lemongrass,1,,,,,,lemongrass,
"oranges, blood",lettuce,1,,,,,,lettuces,
"oranges, blood",lime,1,,,,,,lime,
"oranges, blood","liqueur, orange",1,,,,,,"liqueurs, orange",
"oranges, blood",mascarpone,1,,,,,,mascarpone,
"oranges, blood",melon,1,,,,,,melon,
"oranges, blood",mint,1,,,,,,mint,
"oranges, blood",mint,1,,,,,,mint,
"oranges, blood","oil, hazelnut",1,,,,,,hazelnuts and hazelnut oil,
"oranges, blood","oil, sesame",1,,,,,,sesame oil,
"oranges, blood",olive oil,1,,,,,,olive oil,
"oranges, blood",orange,1,,,,,,oranges and blood oranges,
"oranges, blood",orange,1,,,,,,oranges and blood oranges,
"oranges, blood",orange,1,,,,,,oranges and blood oranges,
"oranges, blood","orange, blood",1,,,,,,oranges and blood oranges,
"oranges, blood","orange, blood",1,,,,,,oranges and blood oranges,
"oranges, blood","orange, blood",1,,,,,,oranges and blood oranges,
"oranges, blood","orange, clementine",3,,,,,,"oranges, clementine (see oranges, mandarin)",
"oranges, blood","orange, clementine",3,,,,,,"oranges, clementine (see oranges, mandarin)",
"oranges, blood","orange, mandarin",3,,,,,,"oranges, mandarin (includes clementines and tangerines)",
"oranges, blood","orange, mandarin",3,,,,,,"oranges, mandarin (includes clementines and tangerines)",
"oranges, blood",passion fruit,1,,,,,,passion fruit,
"oranges, blood",pistachio,1,,,,,,pistachios,
"oranges, blood",pomegranate,1,,,,,,pomegranates,
"oranges, blood",pomegranate,1,,,,,,pomegranates,
"oranges, blood",raspberry,1,,,,,,raspberries,
"oranges, blood",rosemary,1,,,,,,rosemary,
"oranges, blood",rum,1,,,,,,"rum, esp. dark",
"oranges, blood","rum, dark",2,,,,,,"rum, esp. dark",
"oranges, blood",salad,1,,,,,,salads,
"oranges, blood",salad,1,,,,,,salads,
"oranges, blood",salt,1,,,,,,salt,
"oranges, blood",scallion,1,,,,,,"onions, green",
"oranges, blood",scallop,1,,,,,,scallops,
"oranges, blood",seafood,1,,,,,,seafood,
"oranges, blood",shellfish,1,,,,,,"shellfish (e.g., crab)",
"oranges, blood",shrimp,1,,,,,,shrimp,
"oranges, blood",sugar,2,,,,,,sugar,
"oranges, blood","sugar, brown",1,,,,,,"sugar, brown",
"oranges, blood",tangerine,3,,,,,,"oranges, mandarin (includes clementines and tangerines)",
"oranges, blood",tangerine,3,,,,,,"oranges, mandarin (includes clementines and tangerines)",
"oranges, blood",tarts,1,,,,,,tarts,
"oranges, blood",vanilla,1,,,,,,vanilla,
"oranges, blood","vinegar, champagne",1,,,,,,vinegar champagne,
"oranges, blood","vinegar, rice wine",1,,,,,,vinegar rice,
"oranges, blood","vinegar, white wine",1,,,,,,vinegar white wine,
"oranges, blood","wine, champagne",1,,,,,,champagne,
"oranges, blood",yogurt,1,,,,,,yogurt,
oregano,artichoke,1,,,,,,artichokes,
oregano,arugula,1,,,,,,arugula,
oregano,basil,2,,,,,,basil,
oregano,beans,2,,,,,,"beans, esp. dried and/or white",
oregano,"beans, white",3,,,,,,"beans, esp. dried and/or white",
oregano,beef,2,,,,,,beef,
oregano,"beef, hamburgers",1,,,,,,hamburgers,
oregano,bell pepper,3,,,,,,bell peppers,
oregano,broccoli,1,,,,,,broccoli,
oregano,broth,1,,,,,,broths,
oregano,capers,1,,,,,,capers,
oregano,cheese,1,,,,,,"cheese and cheese dishes: feta, mozzarella, parmesan",
oregano,"cheese, feta",1,,,,,,"cheese and cheese dishes: feta, mozzarella, parmesan",
oregano,"cheese, mozzarella",1,,,,,,"cheese and cheese dishes: feta, mozzarella, parmesan",
oregano,"cheese, parmesan",1,,,,,,"cheese and cheese dishes: feta, mozzarella, parmesan",
oregano,chicken,2,,,,,,chicken,
oregano,chile pepper,1,,,,,,"chile peppers, esp. piquillo",
oregano,"chile pepper, piquillo",2,,,,,,"chile peppers, esp. piquillo",
oregano,chili,1,,,,,,"chili con carne, esp. mexican oregano",
oregano,chili,2,,,,,,"chili con carne, esp. mexican oregano",
oregano,chili powder,1,,,,,,chili powder,
oregano,chive,1,,,,,,chives,
oregano,cilantro,1,,,,,1,cilantro,
oregano,cucumber,1,,,,,,cucumbers,
oregano,cumin,1,,,,,,cumin,
oregano,dessert,1,,,,,1,desserts,
oregano,dill,1,,,,,1,dill,
oregano,duck,1,,,,,,duck,
oregano,egg,2,,,,,,eggs and egg dishes,
oregano,eggplant,2,,,,,,eggplant,
oregano,fish,3,,,,,,"fish, esp. oilier, and esp. baked or grilled",
oregano,"fish, oily",4,,,,,,"fish, esp. oilier, and esp. baked or grilled",
oregano,garlic,2,,,,,,garlic,
oregano,greek cuisine,2,,,,,,greek cuisine,
oregano,"greens, bitter",1,,,,,,"greens, bitter",
oregano,grilled dishes,1,,,,,,grilled dishes,
oregano,italian cuisine,2,,,,,,italian cuisine,
oregano,lamb,2,,,,,,lamb,
oregano,lemon,4,,,,,,lemon,
oregano,marjoram,2,,,,,,marjoram,
oregano,meat,3,,,,,,"meats, esp. red and/or grilled, and meat-based dishes",
oregano,meat-based dishes,4,,,,,,"meats, esp. red and/or grilled, and meat-based dishes",
oregano,"meat, grilled",4,,,,,,"meats, esp. red and/or grilled, and meat-based dishes",
oregano,"meat, red",4,,,,,,"meats, esp. red and/or grilled, and meat-based dishes",
oregano,mediterranean cuisine,2,,,,,,mediterranean cuisine,
oregano,mexican cuisine,2,,,,,,mexican cuisine,
oregano,mint,1,,,,,1,mint (say some),
oregano,mole sauce,1,,,,,,"mole sauces, esp. with mexican oregano",
oregano,"mole sauce, with mexican oregano",2,,,,,,"mole sauces, esp. with mexican oregano",
oregano,mushroom,2,,,,,,mushrooms,
oregano,olive oil,1,,,,,,olive oil,
oregano,olives,2,,,,,,olives,
oregano,onion,1,,,,,,onions,
oregano,paprika,1,,,,,,paprika,
oregano,parsley,1,,,,,,parsley,
oregano,pasta,3,,,,,,pasta and pasta sauces,
oregano,pasta,3,,,,,,pasta and pasta sauces,
oregano,pasta sauces,3,,,,,,pasta and pasta sauces,
oregano,"pepper, black",1,,,,,,"pepper, black",
oregano,pizza,3,,,,,,pizza,
oregano,pork,2,,,,,,pork,
oregano,potato,2,,,,,,potatoes,
oregano,poultry,1,,,,,,poultry,
oregano,quail,1,,,,,,quail,
oregano,rabbit,1,,,,,,rabbit,
oregano,roasts,1,,,,,,roasts,
oregano,rosemary,1,,,,,,rosemary,
oregano,sage,1,,,,,,sage,
oregano,salad,2,,,,,,"salads and salad dressings, esp. greek",
oregano,salad dressings,2,,,,,,"salads and salad dressings, esp. greek",
oregano,"salad dressings, greek",2,,,,,,"salads and salad dressings, esp. greek",
oregano,"salad, greek",3,,,,,,"salads and salad dressings, esp. greek",
oregano,sauce,1,,,,,,sauces,
oregano,sausage,1,,,,,,sausages,
oregano,seafood,1,,,,,,seafood,
oregano,shellfish,1,,,,,,shellfish,
oregano,shrimp,1,,,,,,shrimp,
oregano,soup,2,,,,,,"soups, esp. chicken, fish, vegetable",
oregano,"soup, chicken",3,,,,,,"soups, esp. chicken, fish, vegetable",
oregano,"soup, fish",3,,,,,,"soups, esp. chicken, fish, vegetable",
oregano,"soup, vegetable",3,,,,,,"soups, esp. chicken, fish, vegetable",
oregano,spanish cuisine,1,,,,,,spanish cuisine,
oregano,"squash, summer",1,,,,,,"squash, summer",
oregano,squid,1,,,,,,squid,
oregano,stew,1,,,,,,stews,
oregano,stuffing,1,,,,,,stuffing,
oregano,swordfish,1,,,,,,swordfish,
oregano,tarragon,1,,,,,,tarragon,
oregano,tex-mex cuisine,1,,,,,,tex-mex cuisine,
oregano,thyme,1,,,,,,thyme,
oregano,tomato,4,,,,,,tomatoes and tomato sauces,
oregano,tomato,4,,,,,,tomatoes and tomato sauces,
oregano,tomato sauce,4,,,,,,tomatoes and tomato sauces,
oregano,veal,1,,,,,,veal,
oregano,vegetables,2,,,,,,"vegetables, esp. summer",
oregano,"vegetables, summer",3,,,,,,"vegetables, esp. summer",
oregano,vinaigrette,1,,,,,,vinaigrettes,
oregano,vinegar,1,,,,,,vinegar,
oregano,zucchini,2,,,,,,zucchini,
oysters,aioli,1,,,,,,aioli,
oysters,ale,1,,,,,,beer / ale,
oysters,apple,1,,,,,,apples,
oysters,asparagus,1,,,,,,asparagus,
oysters,bacon,1,,,,,,bacon,
oysters,basil,1,,,,,,basil,
oysters,bay leaf,1,,,,,,bay leaf,
oysters,beets,1,,,,,,beets,
oysters,bread,1,,,,,,"bread, esp. dark",
oysters,bread crumbs,1,,,,,,"bread crumbs, panko",
oysters,"bread, dark",2,,,,,,"bread, esp. dark",
oysters,"butter, unsalted",2,,,,,,"butter, unsalted",
oysters,cajun cuisine,1,,,,,,cajun cuisine,
oysters,capers,1,,,,,,capers,
oysters,caviar,2,,,,,,caviar,
oysters,cayenne,2,,,,,,cayenne,
oysters,celery,1,,,,,,celery,
oysters,chervil,2,,,,,,chervil,
oysters,chili sauce,1,,,,,,chili sauce,
oysters,chive,2,,,,,,chives,
oysters,cilantro,2,,,,,,cilantro,
oysters,clam,1,,,,,,clams,
oysters,cocktail sauce,1,,,,,,cocktail sauce,
oysters,cocktail sauce,1,,,,,,sauces cocktail,
oysters,cream,3,,,,,,cream,
oysters,crème fraîche,1,,,,,,crème fraîche,
oysters,creole cuisine,1,,,,,,creole cuisine,
oysters,cucumber,1,,,,,,cucumbers,
oysters,daikon,1,,,,,,daikon,
oysters,fennel,1,,,,,,fennel,
oysters,flour,1,,,,1,,flour (for dredging),
oysters,french cuisine,1,,,,,,french cuisine,
oysters,garlic,2,,,,,,garlic,
oysters,gazpacho,1,,,,,,gazpacho,
oysters,ginger,1,,,,,,ginger,
oysters,hollandaise sauce,1,,,,,,hollandaise sauce,
oysters,horseradish,2,,,,,,horseradish,
oysters,hot sauce,1,,,,,,tabasco sauce,
oysters,lavender,1,,,,,,lavender,
oysters,leek,3,,,,,,leeks,
oysters,lemon verbena,1,,,,,,lemon verbena,
oysters,"lemon, juice",3,,,,,,lemon juice,
oysters,"lemon, zest",3,,,,,,lemon zest,
oysters,"lime, juice",1,,,,,,"lime, juice",
oysters,mayonnaise,1,,,,,,sauces mignonette,
oysters,mint,1,,,,,,mint,
oysters,"mushroom, wild",1,,,,,,"mushrooms, wild",
oysters,"oil, canola",3,,,,,,oil canola,
oysters,"oil, peanut",3,,,,,,oil peanut,
oysters,"oil, vegetable",3,,,,,,oil vegetable,
oysters,olive oil,2,,,,,,olive oil,
oysters,olives,1,,,,,,olives,
oysters,"onion, spanish",1,,,,,,"onions, spanish",
oysters,orange,1,,,,,,orange,
oysters,"oyster, juice",1,,,,,,oyster juice,
oysters,panko,1,,,,,,"bread crumbs, panko",
oysters,paprika,1,,,,,,paprika,
oysters,"parsley, flat-leaf",2,,,,,,"parsley, flat-leaf",
oysters,passion fruit,1,,,,,,passion fruit,
oysters,"pepper, black",3,,,,,,"pepper, black",
oysters,"pepper, white",3,,,,,,"pepper, white",
oysters,ponzu sauce,1,,,,,,ponzu sauce,
oysters,potato,2,,,,,,potatoes,
oysters,risotto,1,,,,,,risotto,
oysters,saffron,1,,,,,,saffron,
oysters,sake,1,,,,,,sake,
oysters,"salmon, smoked",1,,,,,,"salmon, smoked",
oysters,"salt, kosher",3,,,,,,salt kosher,
oysters,"salt, sea",3,,,,,,salt sea,
oysters,scallion,1,,,,,,scallions,
oysters,sea urchin,1,,,,,,sea urchin,
oysters,seaweed,1,,,,,,seaweed,
oysters,shallot,3,,,,,,shallots,
oysters,shiso,1,,,,,,shiso leaf,
oysters,shrimp,1,,,,,,shrimp,
oysters,sorrel,1,,,,,,sorrel,
oysters,sour cream,1,,,,,,sour cream,
oysters,southern cuisine,1,,,,,,southern cuisine,
oysters,soy sauce,1,,,,,,soy sauce,
oysters,spinach,2,,,,,,spinach,
oysters,"stock, chicken",2,,,,,,stocks chicken,
oysters,"stock, clam",2,,,,,,stocks clam,
oysters,"stock, fish",2,,,,,,stocks fish,
oysters,"stock, vegetable",2,,,,,,stocks vegetable,
oysters,sugar,1,,,,,,sugar (pinch),
oysters,tapioca,1,,,,,,tapioca,
oysters,tarragon,1,,,,,1,tarragon,
oysters,thyme,2,,,,,,thyme,
oysters,"tomato, flesh",2,,,,,,tomatoes flesh,
oysters,"tomato, juice",2,,,,,,tomatoes juice,
oysters,"truffle, black",1,,,,,,"truffles, black",
oysters,"truffle, white",1,,,,,,truffles white,
oysters,vermouth,1,,,,,,vermouth,
oysters,"vinegar, balsamic",3,,,,,,vinegar balsamic,
oysters,"vinegar, champagne",3,,,,,,vinegar champagne,
oysters,"vinegar, red wine",3,,,,,,vinegar red wine,
oysters,"vinegar, rice wine",3,,,,,,vinegar rice,
oysters,"vinegar, sherry",3,,,,,,vinegar sherry,
oysters,"wine, champagne",1,,,,,,champagne,
oysters,"wine, dry white",3,,,,,,"wine, dry white",
oysters,yuzu juice,1,,,,,,yuzu juice,
pancetta,arugula,1,,,,,,arugula,
pancetta,beans,2,,,,,,beans,
pancetta,butter,1,,,,,,butter,
pancetta,"cheese, fontina",2,,,,,,cheese fontina,
pancetta,"cheese, parmesan",2,,,,,,cheese parmesan,
pancetta,garlic,1,,,,,,garlic,
pancetta,italian cuisine,2,,,,,,italian cuisine,
pancetta,lentils,1,,,,,,lentils,
pancetta,meat,2,,,,,,meats,
pancetta,olive oil,2,,,,,,olive oil,
pancetta,onion,1,,,,,,onions,
pancetta,parsley,1,,,,,,parsley,
pancetta,parsnip,1,,,,,,parsnips,
pancetta,pasta,3,,,,,,pasta,
pancetta,peas,1,,,,,,peas,
pancetta,"pepper, black",1,,,,,,"pepper, black",
pancetta,pistachio,1,,,,,,pistachios,
pancetta,poultry,1,,,,,,poultry,
pancetta,sauce,3,,,,,,sauces,
pancetta,tomato,1,,,,,,tomatoes,
pancetta,vegetables,2,,,,,,vegetables,
papayas,barbecue,1,,,,,,barbecue,
papayas,beef,2,,,,,,beef,
papayas,bell pepper,1,,,,,,bell peppers,
papayas,beverage,1,,,,,,"beverages (e.g., smoothies)",
papayas,"butter, unsalted",1,,,,,,"butter, unsalted",
papayas,cajun cuisine,1,,,,,,cajun cuisine,
papayas,caramel,1,,,,,,caramel,
papayas,"caraway, seeds",1,,,,,,caraway seeds,
papayas,cardamom,1,,,,,,cardamom,
papayas,carrot,1,,,,,,"carrots, esp. with green",
papayas,"carrot, with green",2,,,,,,"carrots, esp. with green",
papayas,cashews,1,,,,,,cashews,
papayas,cauliflower,1,,,,,,cauliflower,
papayas,cheese,1,,,,,,cheese,
papayas,chicken,3,,,,,,"chicken, esp. baked or paprikash",
papayas,"chicken, baked",4,,,,,,"chicken, esp. baked or paprikash",
papayas,"chicken, paprikash",4,,,,,,"chicken, esp. baked or paprikash",
papayas,chile pepper,2,,,,,,"chile peppers: jalapeño, serrano",
papayas,"chile pepper, jalapeño",2,,,,,,"chile peppers: jalapeño, serrano",
papayas,"chile pepper, serrano",2,,,,,,"chile peppers: jalapeño, serrano",
papayas,chili,1,,,,,,chili,
papayas,"chocolate, white",1,,,,,,"chocolate, white",
papayas,cilantro,1,,,,,,cilantro,
papayas,cinnamon,1,,,,,,cinnamon,
papayas,citrus,1,,,,,,citrus fruits,
papayas,coconut,1,,,,,,coconut meat,
papayas,coconut milk,1,,,,,,coconut milk,
papayas,crab,1,,,,,,crabs,
papayas,cream,1,,,,,,cream,
papayas,cream,1,,,,,,cream and ice cream,
papayas,cream,1,,,,,,cream and ice cream,
papayas,crème fraîche,1,,,,,,crème fraîche,
papayas,curry,1,,,,,,curries,
papayas,curry,1,,,,,,curries,
papayas,duck,1,,,,,,duck,
papayas,egg,3,,,,,,"eggs, esp. hard-boiled and egg dishes (e.g., omelets)",
papayas,egg,2,,,,,,"eggs, esp. hard-boiled and egg dishes (e.g., omelets)",
papayas,european cuisines,1,,,,,,european cuisines,
papayas,fish,2,,,,,,"fish, esp. baked",
papayas,fish sauce,1,,,,,,fish sauce,
papayas,"fish, baked",3,,,,,,"fish, esp. baked",
papayas,garlic,1,,,,,,garlic,
papayas,garlic,1,,,,,,"garlic, esp. with green papayas",
papayas,"garlic, with green papayas",2,,,,,,"garlic, esp. with green papayas",
papayas,ginger,1,,,,,,ginger,
papayas,ginger,1,,,,,,ginger,
papayas,goulash,2,1,,,,,goulash (key ingredient),
papayas,grapefruit,1,,,,,,grapefruit,
papayas,honey,1,,,,,,honey,
papayas,hummus,1,,,,,,hummus,
papayas,hungarian cuisine,2,,,,,,hungarian cuisine,
papayas,ice cream,1,,,,,,cream and ice cream,
papayas,indian cuisine,1,,,,,,indian cuisine,
papayas,kiwi,2,,,,,,kiwi fruit,
papayas,kumquat,1,,,,,,kumquats,
papayas,lamb,1,,,,,,lamb,
papayas,legumes,1,,,,,,legumes,
papayas,"lemon, juice",2,,,,,,"lemon, juice",
papayas,"lemon, juice",1,,,,,,"lemon, juice",
papayas,"lime, juice",3,,,,,,"lime, juice",
papayas,macadamia nuts,1,,,,,,macadamia nuts,
papayas,mango,2,,,,,,mango,
papayas,marinade,1,,,,,,marinades,
papayas,marjoram,1,,,,,,marjoram,
papayas,meat,1,,,,,,meats,
papayas,melon,1,,,,,,melon,
papayas,middle eastern cuisine,1,,,,,,middle eastern cuisine,
papayas,mint,1,,,,,,mint,
papayas,moroccan cuisine,1,,,,,,moroccan cuisine,
papayas,mushroom,1,,,,,,mushrooms,
papayas,nectarine,1,,,,,,nectarines,
papayas,octopus,1,,,,,,octopus,
papayas,olive oil,1,,,,,,olive oil,
papayas,onion,1,,,,,,onions,
papayas,orange,2,,,,,,orange,
papayas,oregano,1,,,,,,oregano,
papayas,paprikash,1,,,,,,paprikash,
papayas,parsley,1,,,,,,parsley,
papayas,passion fruit,2,,,,,,passion fruit,
papayas,peach,1,,,,,,peaches,
papayas,peanuts,1,,,,,,peanuts,
papayas,"pepper, black",1,,,,,,"pepper, black",
papayas,"pepper, white",1,,,,,,"pepper, white",
papayas,pineapple,2,,,,,,pineapple,
papayas,pork,2,,,,,,pork,
papayas,port,1,,,,,,port,
papayas,potato,1,,,,,,potatoes,
papayas,prosciutto,1,,,,,,prosciutto,
papayas,raspberry,1,,,,,,raspberries,
papayas,rice,1,,,,,,rice,
papayas,rosemary,1,,,,,,rosemary,
papayas,saffron,1,,,,,,saffron,
papayas,"salad, fruit",1,,,,,,"salads, fruit",
papayas,"salad, pasta",1,,,,,,salads pasta,
papayas,"salad, potato",1,,,,,,salads potato,
papayas,salsa,1,,,,,,salsa,
papayas,salt,1,,,,,,"salt, esp. with green",
papayas,"salt, sea",1,,,,,,"salt, sea",
papayas,"salt, with green",2,,,,,,"salt, esp. with green",
papayas,sauce,1,,,,,,"sauces, esp. cream",
papayas,"sauce, cream",2,,,,,,"sauces, esp. cream",
papayas,sausage,1,,,,,,"sausage, esp. chorizo",
papayas,"sausage, chorizo",2,,,,,,"sausage, esp. chorizo",
papayas,seafood,1,,,,,,seafood,
papayas,shellfish,1,,,,,,shellfish,
papayas,shrimp,1,,,,,,"shrimp, esp. dried with green papaya",
papayas,"shrimp, with green papaya",2,,,,,,"shrimp, esp. dried with green papaya",
papayas,smoothies,1,,,,,,"beverages (e.g., smoothies)",
papayas,sorbet,1,,,,,,sorbet,
papayas,soup,1,,,,,,soups,
papayas,soup,1,,,,,,soups,
papayas,sour cream,1,,,,,,sour cream,
papayas,sour cream,1,,,,,,sour cream,
papayas,spanish cuisine,2,,,,,,spanish cuisine,
papayas,stew,2,,,,,,"stews, esp. fish",
papayas,"stew, fish",3,,,,,,"stews, esp. fish",
papayas,"stock, chicken",1,,,,,,"stock, chicken",
papayas,strawberry,1,,,,,,strawberries,
papayas,sugar,2,,,,,,sugar,
papayas,tagine,1,,,,,,tagines,
papayas,thyme,1,,,,,,thyme,
papayas,turkish cuisine,1,,,,,,turkish cuisine,
papayas,turmeric,1,,,,,,turmeric,
papayas,vanilla,1,,,,,,vanilla,
papayas,veal,1,,,,,,veal,
papayas,vegetables,1,,,,,,vegetables,
papayas,"vinegar, rice wine",1,,,,,,vinegar rice,
papayas,"vinegar, white wine",1,,,,,,vinegar white wine,
papayas,yogurt,1,,,,,,yogurt,
papayas,yogurt,1,,,,,,yogurt,
paprika,allspice,1,,,,,,allspice,
paprika,barbecue,1,,,,,,barbecue,
paprika,beef,2,,,,,,beef,
paprika,bell pepper,1,,,,,,bell peppers,
paprika,"butter, unsalted",1,,,,,,"butter, unsalted",
paprika,Cajun cuisine,1,,,,,,Cajun cuisine,
paprika,"caraway, seeds",1,,,,,,caraway seeds,
paprika,cardamom,1,,,,,,cardamom,
paprika,cauliflower,1,,,,,,cauliflower,
paprika,cheese,1,,,,,,cheese,
paprika,chicken,3,,,,,,"CHICKEN, esp. baked or paprikash",
paprika,"chicken, baked",3,,,,,,"CHICKEN, esp. baked or paprikash",
paprika,"chicken, paprikash",3,,,,,,"CHICKEN, esp. baked or paprikash",
paprika,chili,1,,,,,,chili,
paprika,crab,1,,,,,,crabs,
paprika,cream,1,,,,,,cream,
paprika,crème fraîche,1,,,,,,crème fraîche,
paprika,curry,1,,,,,,curries,
paprika,duck,1,,,,,,duck,
paprika,egg,2,,,,,,"eggs, esp. hard-boiled and egg dishes (e.g., omelets)",
paprika,egg dishes,2,,,,,,"eggs, esp. hard-boiled and egg dishes (e.g., omelets)",
paprika,"egg, hard-boiled",2,,,,,,"eggs, esp. hard-boiled and egg dishes (e.g., omelets)",
paprika,European cuisines,1,,,,,,European cuisines,
paprika,fish,2,,,,,,"fish, esp. baked",
paprika,"fish, baked",2,,,,,,"fish, esp. baked",
paprika,garlic,1,,,,,,garlic,
paprika,ginger,1,,,,,,ginger,
paprika,goulash,2,1,,,,,goulash (key ingredient),
paprika,hummus,1,,,,,,hummus,
paprika,Hungarian cuisine,2,,,,,,Hungarian cuisine,
